Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PS (34:6),24951.141883850098,32699.482292175293,65692.1050415039,23568.78176498413,61783.18438720703,69653.22543334961
PS (36:0),52549.66367340088,60438.464557647705,115006.9678955078,45783.22326660156,124595.74987792967,127310.91052246094
PS (36:1),137029.02909469604,129963.98874282835,146418.57006835938,73794.54522705078,192831.5329589844,176256.97216796875
PS (36:2),63908.42454147339,67792.4247970581,126987.64764404295,77224.20541381836,163874.9295654297,111899.3878173828
PS (36:3),29035.64197158813,34248.58232116699,52435.18371582031,22028.52136993408,60219.46417236328,57618.68423461914
PS (36:4),33049.14226913452,41176.46319580078,59294.86444091797,24508.141883850098,66002.98413085938,63814.56433105469
PS (36:5),23301.781715393063,30845.822242736816,50189.90362548828,17806.281135559082,55810.1439819336,59134.384338378906
PS (36:6),23102.021530151367,26010.281761169437,46654.62338256836,19104.501441955566,53852.42352294922,68830.74523925781
PS (36:7),25541.70160293579,33762.982177734375,59260.40390014648,23959.241508483887,69288.4841003418,71215.60559082031
PS (36:8),30898.242126464844,52985.34368133545,119267.4090576172,70483.20532226562,187233.29595947263,104443.28741455078
PS (38:0),29842.802211761475,46285.54327774048,92771.20642089844,29808.782386779785,130003.50744628906,92640.02655029295
PS (38:1),36252.38250732422,49678.80324554443,82135.94506835938,30215.12219238281,100880.4677734375,83443.32684326172
PS (38:2),31037.362300872803,61553.58427810669,104064.0473022461,52977.8239364624,173312.71069335938,101897.78604125977
PS (38:3),30688.4422416687,39495.9427986145,62247.20446777344,22904.341537475582,70093.96594238281,64557.88470458984
PS (38:4),49001.9236869812,53438.68347549439,94174.46667480467,25869.26190185547,94169.84661865234,99863.26629638672
PS (38:5),33377.48243713379,39230.20303344727,58725.8837890625,20958.74147796631,61359.4248046875,69017.72479248047
PS (38:6),28337.902137756348,36072.66287994385,62120.24450683594,21916.5412940979,69462.82495117188,77896.74533081055
PS (38:7),27409.541877746586,70132.48434066772,180867.95166015625,31742.74228668213,249999.39782714844,153728.85327148438
PS (38:8),29330.202045440677,40497.84229660034,67255.32421875,25155.021530151367,73495.52478027344,70707.46487426758
PS (38:9),32052.202377319336,42857.60329055786,70324.34484863281,23481.02197265625,106961.14944458008,85094.66528320312
PS (40:0) | PSp (42:6),41653.04306411743,113760.36706542967,380188.1705932617,113633.25033569336,327639.38220214844,422038.0721435547
PS (40:0) | PSp (42:6)_2,40466.602840423584,102680.2477722168,371253.7004394531,104804.26890563963,297242.6637573242,399779.6781616211
PS (40:1),24846.28187942505,32428.902477264404,49680.32345581055,15697.340995788574,52192.703704833984,65063.125
PS (40:2),25238.72187423706,38549.94263458252,122584.6692199707,28160.342208862305,167430.0698852539,333905.9190673828
PS (40:3),31604.92249298096,34947.28252029419,50396.42370605469,20544.441471099854,59994.704650878906,56966.26403808594
PS (40:4),47740.58346939087,48527.02350616455,67762.5849609375,27085.68197631836,73772.38507080078,89998.58660888672
PS (40:5),61503.42422866821,60496.20446014404,95253.02709960938,37472.36239624024,100638.70751953124,116058.349609375
PS (40:7),35082.66262054443,55661.92359161377,72350.70443725586,19987.561485290527,91911.1665649414,90756.32647705078
PS (40:8),26213.02188873291,39678.782791137695,56933.14410400391,22051.18137359619,89478.98712158203,73373.90594482422
PS (40:9),24360.90166091919,34235.96244049072,51768.54345703125,20755.16164016724,74565.86499023438,66633.28509521484
PS (42:0),21901.74153137207,34103.22285079956,110022.30740356444,18402.421493530277,148623.3526916504,209060.9770965576
PS (42:10),21024.401500701904,30278.982166290283,54161.103515625,20295.701541900635,57114.40408325195,66824.30502319336
PS (42:11),21525.68141555786,55404.74418258667,212543.77362060547,84554.66541671753,194427.03225708008,275861.3817138672
PS (42:2),22770.581886291504,30376.281925201416,54709.60363769531,14109.581031799316,50323.68292236328,62593.20440673828
PS (42:3),29692.201862335205,51784.96366500855,181006.39404296875,30781.82218933105,202021.3360595703,271389.4768066406
PS (42:4),20839.921421051025,21408.72150039673,47000.0231628418,13830.940853118896,40849.20303344727,44726.703125
PS (42:5),24362.701721191406,27444.84181213379,36792.202728271484,13530.580867767334,43990.6833190918,51027.52380371094
PS (42:6),26525.66180801392,33556.02208328247,55639.64352416992,25632.541667938232,62328.68411254883,55523.5237121582
PS (42:7),27903.301975250244,30316.802360534668,42465.76300048828,14843.141067504885,47680.14343261719,58649.32446289063
PS (42:8),23938.601669311523,30963.70237350464,42894.10302734375,16855.501300811768,53030.74365234375,67894.10418701172
PS (42:9),28539.381729125977,28434.56192779541,37268.68264770508,16079.441082000732,48377.383850097656,48716.84359741211
PS (44:0),16624.541172027588,18479.601230621334,23755.58192443848,9916.300647735596,25909.301864624023,33261.98204040527
PS (44:1),19361.58149337769,18589.501300811768,28753.141830444336,7713.920608520508,31978.422317504883,33934.56266784668
PS (44:10),25376.701740264893,25484.841796875,39640.28308105469,15244.76085281372,46203.5432434082,56973.36401367188
PS (44:2),20098.14154434204,21967.72152709961,32096.08233642578,11239.760692596436,33782.02237701416,39560.68309783936
PS (44:4),17683.861248016357,22565.721504211426,34832.543060302734,8881.900592803955,31802.10206604004,34543.402282714844
PS (44:5),16767.281200408936,19577.92119216919,32575.182220458984,11154.300666809082,31910.94220352173,35751.40203857422
PS (44:6),16558.941177368164,19390.96147918701,32815.2822265625,10631.56088256836,30648.722053527832,37123.26252746582
PS (44:7),18215.40124130249,22699.421703338623,33124.182067871094,12469.800979614258,33108.56219482422,38797.02261352539
PS (44:8),17206.661235809326,19832.98131942749,34271.42218017578,10446.80069732666,36606.52301025391,43353.72297668457
PSo (20:0),29218.322265625,30385.2419128418,37466.84211730957,15562.241264343262,105333.92962646484,52972.24398803711
PSo (28:0),22133.34138488769,38209.5823059082,108002.76866149902,22728.64167022705,60881.58404541016,64548.66403198242
PSo (30:0),21966.701652526852,30245.442321777344,69601.96459960938,23164.54176712036,72682.2453918457,65927.14511108398
PSo (30:1),16233.201210021973,29933.322284698486,63117.80459594727,17314.8610496521,61272.08447265625,66582.2845916748
PSo (32:0),25852.281677246094,30352.22233200073,49335.80337524414,19279.56117248535,49774.144134521484,59919.02508544922
PSo (32:1),20385.56133651733,23403.401649475098,39864.58279418945,12588.48087310791,39377.282287597656,45734.24269104004
PSo (34:0),30251.3825302124,41917.32263565064,98079.52734375,45599.18290710449,109570.38775634766,106944.8685913086
PSo (34:1),23042.661659240723,28631.562034606934,48054.22296142578,17626.881370544434,53962.04415893555,53085.643615722656
PSo (34:2),26645.101978302,30277.30214691162,50544.72351074219,20087.68161392212,52410.26376342773,60541.82357788086
PSo (34:2)_2,28993.80205154419,32949.28254318237,58812.323974609375,20492.141357421875,64105.62384033203,61708.20443725586
PSo (34:4),27745.921981811523,30841.122371673584,44446.06317138672,15313.580917358398,48398.203552246094,52022.10333251953
PSo (36:2),30838.542205810547,34921.32266235352,56755.46405029297,21841.74188232422,57198.18438720703,62383.12481689453
PSo (36:3),20394.661514282227,30845.542251586918,53172.00323486328,21090.441444396973,56922.88345336914,59500.58361816406
PSo (36:4),26255.16171646118,35683.662925720215,49081.783447265625,15949.881282806396,48054.1432800293,56471.523864746094
PSo (36:5),25450.221961975098,30065.842128753666,50564.42337036133,14236.820930480955,51220.50338745117,55549.0041809082
PSo (38:0),26452.421951293945,53572.88368988037,126662.869140625,51272.90365600586,175282.75170898438,123872.2703857422
PSo (38:2),32576.642532348636,35404.76239776611,67299.18481445312,20482.8814163208,89864.88586425781,72108.90496826172
PSo (38:3),25455.581741333008,36980.023052215576,73630.32443237305,29947.96169662476,116044.08819580078,71255.5651550293
PSo (38:3)_2,29388.58187866211,43458.12328720093,66593.58486938477,23553.74183654785,76392.4857788086,68734.74481201172
PSo (38:4),23762.96176147461,34140.20235443115,60172.30380249024,21355.12148284912,63881.984466552734,67688.8442993164
PSo (38:5),25041.401653289795,25851.80184173584,46206.26348876953,16633.5809173584,49800.42318725586,53035.44393920898
PSo (38:6),23094.38164520264,29434.462200164795,48301.16320800781,21245.6815032959,53666.143951416016,62425.90396118164
PSo (40:0),33927.86237716675,59635.6838760376,73228.56451416016,23258.30166625977,92892.32690429688,81041.72607421875
PSo (40:1),26189.201740264893,45833.18311691284,60243.76428222656,28507.80197906494,89163.36737060547,70269.9253540039
PSo (40:2),23522.901767730717,34556.52219390869,52298.38391113281,25568.52142715454,69660.5651550293,58555.3239440918
PSo (40:3),23006.52183532715,52334.96401596069,183610.41137695312,44542.243392944336,352809.6813964844,238049.9158630371
PSo (40:4),24127.201690673828,33258.78211593628,54396.80340576172,13985.420951843262,56201.623931884766,56750.984466552734
PSo (40:5),24470.441787719727,33524.30237579346,48021.263244628906,18043.661323547363,51267.5634765625,57735.24426269531
PSo (40:6),26043.381954193115,41567.52252960205,119467.74816894533,31457.042041778564,96476.00680541992,126413.4480895996
PSo (40:6)_2,349125.90686798096,279834.4401741028,445752.6918945313,163612.31213378906,434706.2504882813,543513.51953125
PSo (42:1),23803.881771087646,26293.36184310913,41972.16293334961,17167.800971984863,51334.50347900391,59975.0634765625
PSo (42:2),24477.241691589355,28288.90200805664,38749.14251708984,14435.0209274292,42612.90307617188,48560.563415527344
PSo (42:4),22861.00173187256,37326.70275115967,151613.41412353516,51917.44372940064,127613.60794067384,195126.73641967773
PSo (42:6),25561.501831054688,38600.72260284424,82345.0051574707,18323.721115112305,77781.50524902344,90808.18692016602
PSp (16:0),39630.64278793335,41732.70322036743,119935.60968017578,22281.581520080566,120481.90760803224,134637.5521850586
PSp (20:0),24464.42161178589,29659.962020874023,28215.04196929932,17094.88144683838,54377.84408569336,32397.42265319824
PSp (28:0),18389.62134552002,32361.581939697266,59841.243896484375,15257.801044464111,42898.262939453125,51745.08364868164
PSp (30:1),20449.78143692017,27264.84169769287,63334.66424560547,25591.56169509888,75074.705078125,67037.70510864258
PSp (32:1),18134.541328430176,26190.421894073486,51219.20346069336,12013.700996398926,46036.3427734375,51169.723571777344
PSp (34:4),25680.00173187256,32458.62261581421,48377.18377685547,19347.881324768063,47136.103271484375,52621.80416870117
PSp (36:5),29855.26221847534,37615.28256607056,73515.205078125,32127.00196838379,80656.34457397461,83233.96520996094
PSp (38:6),52996.843715667725,65248.32472229004,110382.3076171875,41635.36228942871,126150.70837402344,130427.66998291016
PSp (40:2),27720.36208724976,39617.46277618408,146906.04928588867,36626.362323760986,249163.5782470703,182944.7344970703
PSp (40:6),31382.882278442383,51161.74355697632,99210.9672241211,60687.14415740967,150740.45275878906,96294.72637939452
PSp (42:2),21592.88140106201,26906.321758270264,48529.12362670898,17960.44139099121,44351.00354003906,54785.70428466797
PSp (42:4),19672.841464996334,28113.481872558597,41634.4033203125,11312.620895385742,44137.02337646485,44069.623291015625
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",2062470.00390625,2131012.852783203,2539749.9416503906,1945052.8605957031,1894330.4704589844,2335936.8615722656
SM (d16:1/18:1),111269.48789978027,229170.87420654297,87010.42518615723,100137.08612060548,100167.10592651369,90349.06619262695
SM (d16:1/22:1),1207193.2399902344,5437974.304656982,673306.9832458496,1465886.1981811523,2472967.6127929688,880392.7204589844
SM (d16:1/24:0),460378.3971710205,1890418.8298339844,265820.0141906738,528240.9620361328,921255.7350769044,341377.46267700195
SM (d16:1/24:1),798551.415435791,3613924.268737793,390620.3622894287,821470.9881896973,1343864.9290161133,508468.7399139404
SM (d18:0/12:0),87696.48693847656,97232.0867614746,72997.26553344727,91729.86665344238,90932.90591430664,79705.18493652344
SM (d18:0/14:0),90183.08587646484,104072.107421875,92571.00637817384,84101.96643066406,84144.9067993164,89748.4252319336
SM (d18:0/16:0),104744.42742919922,218924.4948425293,86264.16552734375,100818.02690124512,89557.90686035156,92060.94570922852
SM (d18:0/18:0),646790.3445739746,3355074.3107299805,387007.165802002,884400.4700622559,1440497.1675109863,568607.1145019531
SM (d18:0/20:0),1019263.398864746,4753328.135620117,619642.6990661621,1034950.1957092284,1864390.5732421875,778023.3022766113
SM (d18:0/22:0),430504.39012146,1828594.982055664,281795.0791015625,457172.8372039795,818319.9411621094,319490.0831298828
SM (d18:0/24:0),786915.3976593018,2145729.74017334,670520.4603881836,718528.645690918,1199277.6301879885,561150.6427612305
SM (d18:0/26:0),1587324.744140625,2151165.0393066406,1669145.35546875,1075005.0837402344,1498191.843017578,1637779.0329589844
SM (d18:1/12:0),128768.28689575195,137950.14904785156,122527.06896972656,135425.11114501953,136219.2290649414,102179.2057800293
SM (d18:1/14:0),98306.40664672852,106191.0078125,102954.98663330078,83538.70639038086,84467.2873840332,98662.54653930664
SM (d18:1/16:0),108107.82632446288,230933.01481628415,88607.52571105957,98482.5269317627,105034.7489013672,89493.26739501953
SM (d18:1/18:0),682279.943939209,3084880.11138916,408880.98583984375,858096.3284301758,1319506.6448059082,593758.2431030273
SM (d18:1/18:1)9Z)),602381.1047058105,3317836.9109802246,375848.6254272461,926014.8485107422,1434173.331604004,583603.7045898438
SM (d18:1/20:0),1017063.7251586914,4682154.250610352,606570.4305419922,1068832.215423584,1977030.138305664,725875.1154174805
SM (d18:1/24:0),837272.7795715332,2103555.634033203,710685.7127075195,747197.6982421875,1237009.142150879,549306.3381652832
SM (d18:1/24:1)15Z)),957197.157836914,2870851.6364746094,783695.6101989746,907904.1148071288,1460097.5220336914,619438.9797363281
SM (d18:1/26:0),1484328.4926757812,2116077.655517578,1569662.8957519531,1001213.2197265624,1387931.41796875,1518431.354736328
SM (d18:1/26:1)17Z)),1380795.35546875,2156494.9729003906,1383179.431640625,980881.5139160156,1311593.0395507812,1382329.055419922
SM (d18:2/14:0),99206.14666748048,105020.2876586914,92266.58618164062,84832.40637207031,83364.92602539062,94493.8874206543
SM (d18:2/18:1),560729.3284454346,2930172.4240722656,385964.7152709961,690353.8835449219,1221823.288696289,549699.913482666
SM (d18:2/20:1),1523364.2708129885,7017328.7970581055,886196.6537780762,1802015.496520996,2993744.121459961,1234392.1383666992
SM (d18:2/22:1),1575369.8083496094,7803186.95614624,1046704.5082092284,1928752.6020507808,3160079.0315856934,1242327.5891723633
SM (d18:2/24:1),1016030.1765441896,3584578.825805664,794576.7158203125,997071.2756958008,1753742.6036987305,710964.2376098633
Stearidonyl carnitine,6570147.336914063,6580654.104492188,6382649.7568359375,10644083.75,9018326.963867188,4267791.2158203125
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",8761887.223632812,9134360.575195312,9743654.258789062,14826436.037109377,12788091.098632812,6072765.6220703125
